species_id,alpha,common,weight_female_min,weight_female_max,weight_male_min,weight_male_min,wing_female_min,wing_female_max,wing_male_min,wing_male_max,tail_female_min,tail_female_max,tail_male_min,tail_male_max
2490,MAGO,Marbled Godwit,0,0,0,0,210,245,201,234,75,94,73,91
2500,BARG,Bar-tailed Godwit,0,0,0,0,195,247,183,232,68,88,65,83
2510,HUGO,Hudsonian Godwit,0,0,0,0,207,222,195,210,72,83,68,79
2520,BLAG,Black-tailed Godwit,0,0,0,0,0,0,0,0,0,0,0,0
2532,CGRE,Common Greenshank,0,0,0,0,0,0,0,0,0,0,0,0
2540,GRYE,Greater Yellowlegs,0,0,0,0,179,200,177,198,69,83,69,83
2550,LEYE,Lesser Yellowlegs,47,108,47,108,148,167,145,163,58,66,57,66
2560,SOSA,Solitary Sandpiper,40,61,40,61,126,147,121,140,51,62,49,59
2561,WOSA,Wood Sandpiper,0,0,0,0,0,0,0,0,0,0,0,0
2562,MASA,Marsh Sandpiper,0,0,0,0,0,0,0,0,0,0,0,0
2580,WILL,Willet,0,0,0,0,183,225,174,216,64,88,61,86
2590,WATA,Wandering Tattler,0,0,0,0,167,183,161,177,68,81,66,78
2591,GTTA,Gray-tailed Tattler,0,0,0,0,0,0,0,0,0,0,0,0
2600,RUFF,Ruff,0,0,0,0,143,161,171,192,50,60,62,73
2610,UPSA,Upland Sandpiper,0,0,0,0,159,178,153,170,78,90,74,88
2620,BBSA,Buff-breasted Sandpiper,0,0,0,0,119,130,126,135,52,58,55,62
2630,SPSA,Spotted Sandpiper,34,61,31,58,99,110,95,105,47,53,46,52
2631,COSA,Common Sandpiper,0,0,0,0,0,0,0,0,0,0,0,0
2640,LBCU,Long-billed Curlew,0,0,0,0,262,304,251,293,101,134,97,130
2650,WHIM,Whimbrel,0,0,0,0,229,269,219,260,87,103,84,101
2680,BTCU,Bristle-thighed Curlew,0,0,0,0,237,266,233,255,89,107,85,103
2690,NOLA,Northern Lapwing,0,0,0,0,0,0,0,0,0,0,0,0
2691,EUDO,Eurasian Dotterel,0,0,0,0,141,157,135,151,61,74,60,72
2700,BBPL,Black-bellied Plover,0,0,0,0,179,208,179,208,60,78,62,81
2710,EUGP,European Golden-Plover,0,0,0,0,0,0,0,0,0,0,0,0
2720,AMGP,American Golden-Plover,0,0,0,0,168,183,168,183,57,72,59,73
2721,PAGP,Pacific Golden-Plover,0,0,0,0,154,170,155,171,54,68,55,69
2729,LEGP,Lesser Golden-Plover,0,0,0,0,0,0,0,0,0,0,0,0
2730,KILL,Killdeer,30,130,30,130,154,170,151,167,87,103,87,103
2740,SEPL,Semipalmated Plover,27,64,27,64,111,131,110,130,47,57,47,57
2750,CRPL,Common Ringed Plover,0,0,0,0,119,137,119,137,50,63,49,61
2770,PIPL,Piping Plover,41,59,41,59,110,119,115,126,46,55,49,59
2780,SNPL,Snowy Plover,0,0,0,0,98,110,99,111,39,50,40,51
2781,WSPL,Western Snowy Plover,0,0,0,0,98,110,99,111,39,50,40,51
2790,LRSP,Lesser Sand-Plover,0,0,0,0,128,145,127,144,45,53,45,53
2800,WIPL,Wilson's Plover,0,0,0,0,111,125,110,124,44,52,45,53
2810,MOPL,Mountain Plover,0,0,0,0,139,154,139,154,59,70,59,71
2820,SURF,Surfbird,0,0,0,0,162,178,167,183,63,70,62,69
2830,RUTU,Ruddy Turnstone,0,0,77,147,140,158,138,156,54,67,53,65
2840,BLTU,Black Turnstone,0,0,0,0,141,159,139,154,58,66,57,64
2860,AMOY,American Oystercatcher,0,0,0,0,243,273,238,267,95,110,91,107
2870,BLOY,Black Oystercatcher,0,0,0,0,235,260,233,257,79,92,76,89
2880,NOJA,Northern Jacana,0,0,0,0,127,140,111,126,42,51,37,45
3120,BTPI,Band-tailed Pigeon,260,440,280,470,198,223,207,230,122,141,127,147
3121,PLPI,Plain Pigeon,0,0,0,0,0,0,0,0,0,0,0,0
3122,PRPP,Puerto Rican Plain Pigeon,0,0,0,0,0,0,0,0,0,0,0,0
3130,RBPI,Red-billed Pigeon,250,320,330,410,180,199,185,207,105,127,112,126
3140,WCPI,White-crowned Pigeon,190,265,220,300,170,195,178,204,111,134,113,145
3141,SNPI,Scaly-naped Pigeon,0,0,0,0,0,0,0,0,0,0,0,0
3151,SPDO,Spotted Dove,135,185,135,185,143,157,147,162,125,141,129,148
3152,AFCD,African Collared-Dove,0,0,0,0,0,0,0,0,0,0,0,0
3153,ZEBD,Zebra Dove,0,0,0,0,0,0,0,0,0,0,0,0
3154,WTGD,White-throated Ground Dove,0,0,0,0,0,0,0,0,0,0,0,0
3155,MAFD,Mariana Fruit Dove,0,0,0,0,0,0,0,0,0,0,0,0
3158,PHTD,Philippine Turtle-Dove,0,0,0,0,0,0,0,0,0,0,0,0
3159,ECDO,Eurasian Collared-Dove,125,175,125,175,172,182,177,188,127,144,134,151
3160,MODO,Mourning Dove,88,119,101,135,129,152,135,158,114,148,129,163
3161,EADO,Eared Dove,0,0,0,0,0,0,0,0,0,0,0,0
3170,ZEND,Zenaida Dove,0,0,0,0,0,0,0,0,0,0,0,0
3180,WTDO,White-tipped Dove,140,190,165,220,133,153,140,158,95,114,96,116
3181,CADO,Caribbean Dove,0,0,0,0,0,0,0,0,0,0,0,0
3190,WWDO,White-winged Dove,125,165,135,180,142,166,146,172,92,124,97,130
3200,COGD,Common Ground Dove,27,47,27,47,80,90,80,91,55,63,57,66
3201,RUGD,Ruddy Ground Dove,37,55,37,55,80,92,83,94,53,63,57,67
3210,INDO,Inca Dove,35,55,35,55,87,95,86,94,85,102,85,103
3220,KWQD,Key West Quail-Dove,0,0,0,0,0,0,0,0,0,0,0,0
3221,RUQD,Ruddy Quail-Dove,0,0,0,0,0,0,0,0,0,0,0,0
3222,BRQD,Bridled Quail-Dove,0,0,0,0,0,0,0,0,0,0,0,0
3240,CALC,California Condor,0,0,0,0,740,825,725,810,320,380,295,360
3250,TUVU,Turkey Vulture,0,0,0,0,464,553,461,544,230,294,227,286
3260,BLVU,Black Vulture,0,0,0,0,406,451,408,450,167,211,170,214
3270,STKI,Swallow-tailed Kite,0,0,0,0,432,449,423,439,338,368,322,354
3271,HBKI,Hook-billed Kite,0,0,0,0,266,318,262,313,183,222,172,210
3280,WTKI,White-tailed Kite,0,0,0,0,298,327,297,326,171,192,170,191
3290,MIKI,Mississippi Kite,0,0,0,0,299,320,284,305,154,172,148,166
3300,SNKI,Snail Kite,0,0,0,0,329,377,324,370,166,196,158,188
3310,NOHA,Northern Harrier,303,664,270,481,362,400,322,360,223,254,195,229
3320,SSHA,Sharp-shinned Hawk,128,232,75,140,188,210,160,180,148,165,124,142
3321,PSSH,Puerto Rican Sharp-shinned Hawk,0,0,0,0,0,0,0,0,0,0,0,0
3330,COHA,Cooper's Hawk,349,666,272,457,244,283,215,248,197,235,171,205
3340,UNGO,Unspecified Northern Goshawk,734,1301,607,1075,336,387,302,346,242,299,207,260
3350,HRSH,Harris's Hawk,0,0,0,0,329,385,298,342,234,274,211,251
3370,RTHA,Red-tailed Hawk,641,1726,641,1726,339,455,321,430,199,263,187,250
3380,HRLH,Harlan's Hawk,0,0,0,0,380,450,355,421,210,263,199,250
3390,RSHA,Red-shouldered Hawk,439,895,439,895,287,360,272,341,173,236,163,223
3400,ZTHA,Zone-tailed Hawk,0,0,0,0,404,436,374,399,213,253,196,236
3410,WTHA,White-tailed Hawk,0,0,0,0,413,457,397,437,163,225,151,212
3420,SWHA,Swainson's Hawk,0,0,0,0,382,432,360,408,195,233,185,222
3430,BWHA,Broad-winged Hawk,381,559,295,387,258,296,246,282,152,188,140,175
3431,ROHA,Roadside Hawk,0,0,0,0,0,0,0,0,0,0,0,0
3432,PBWH,Puerto Rican Broad-winged Hawk,0,0,0,0,0,0,0,0,0,0,0,0
3440,STHA,Short-tailed Hawk,0,0,0,0,287,342,267,318,146,188,133,173
3441,HWHA,Hawaiian Hawk,0,0,0,0,0,0,0,0,0,0,0,0
3450,CBHA,Common Black Hawk,0,0,0,0,357,395,343,378,189,238,180,229
3460,GRHA,Gray Hawk,0,0,0,0,256,293,239,273,165,195,153,180
3470,RLHA,Rough-legged Hawk,0,0,0,0,420,448,378,425,208,250,194,234
3480,FEHA,Ferruginous Hawk,0,0,0,0,434,466,417,446,226,264,217,255
3490,GOEA,Golden Eagle,0,0,0,0,595,680,551,631,337,389,316,364
3520,BAEA,Bald Eagle,0,0,0,0,551,678,509,629,257,392,228,363
3540,GYRF,Gyrfalcon,0,0,0,0,380,422,344,387,207,246,183,216
3550,PRFA,Prairie Falcon,0,0,0,0,329,360,291,320,176,200,154,178
3560,PEFA,Peregrine Falcon,590,1063,423,788,331,376,291,330,156,194,129,167
3570,MERL,Merlin,165,281,122,216,199,227,178,209,120,142,109,129
3590,APFA,Aplomado Falcon,0,0,0,0,279,314,248,278,188,211,172,196
3591,EUKE,Eurasian Kestrel,0,0,0,0,0,0,0,0,0,0,0,0
3600,AMKE,American Kestrel,90,168,82,153,167,204,161,198,102,144,99,142
3620,CRCA,Crested Caracara,0,0,0,0,362,418,350,406,210,242,204,233
3621,ACCA,Audubon's Crested Caracara,0,0,0,0,362,418,350,406,210,242,204,233
3640,OSPR,Osprey,0,0,0,0,453,526,433,492,200,238,184,223
3650,BNOW,Barn Owl,439,655,380,538,300,357,297,352,126,157,123,153
3651,AFOW,Ashy-faced Owl,0,0,0,0,0,0,0,0,0,0,0,0
3660,LEOW,Long-eared Owl,230,370,195,330,273,304,266,299,139,165,134,156
3670,SEOW,Short-eared Owl,290,470,230,390,305,331,298,326,138,166,135,162
3680,BDOW,Barred Owl,650,1100,500,800,318,357,305,340,192,251,186,243
3686,SBOH,Spotted X Barred Owl Hybrid,510,1100,450,800,300,357,293,340,176,251,169,243
3690,SPOW,Spotted Owl,510,740,450,650,300,347,293,339,176,228,169,221
3691,CSOW,California Spotted Owl,0,0,0,0,0,0,0,0,0,0,0,0
3692,NSOW,Northern Spotted Owl,0,0,0,0,0,0,0,0,0,0,0,0
3693,MSOW,Mexican Spotted Owl,0,0,0,0,0,0,0,0,0,0,0,0
3700,GGOW,Great Gray Owl,850,1650,600,1100,407,460,389,437,279,327,267,315
3710,BOOW,Boreal Owl,120,210,95,160,173,198,163,179,95,117,91,107
3720,NSWO,Northern Saw-whet Owl,80,135,65,105,129,147,123,140,65,77,61,73
3730,EASO,Eastern Screech-Owl,105,250,95,230,140,173,136,151,67,89,63,84
3731,WHSO,Whiskered Screech-Owl,80,113,72,96,136,150,134,148,69,76,64,72
3732,WESO,Western Screech-Owl,105,240,87,215,147,193,143,185,74,99,70,96
3734,PURO,Puerto Rican Owl,0,0,0,0,0,0,0,0,0,0,0,0
3740,FLOW,Flammulated Owl,48,72,45,68,124,145,122,138,58,67,56,64
3750,GHOW,Great Horned Owl,1000,2300,700,2000,344,400,325,383,196,246,183,232
3760,SNOW,Snowy Owl,1900,3000,1500,2550,409,453,378,415,213,248,191,227
3770,NHOW,Northern Hawk Owl,295,385,255,345,221,246,217,244,169,194,166,191
3780,BUOW,Burrowing Owl,140,200,130,180,151,171,155,174,62,85,66,87
3790,NOPO,Northern Pygmy-Owl,60,85,49,74,88,105,82,101,63,78,57,63
3800,FEPO,Ferruginous Pygmy-Owl,63,89,48,74,88,106,85,103,56,70,54,67
3810,ELOW,Elf Owl,34,50,34,50,102,114,102,113,42,52,41,49
3811,NAPA,Nanday Parakeet,115,145,115,145,168,177,174,185,144,170,156,183
3812,HPKT,Hispaniolan Parakeet,0,0,0,0,0,0,0,0,0,0,0,0
3813,OFPA,Orange-fronted Parakeet,0,0,0,0,0,0,0,0,0,0,0,0
3814,BTPA,Brown-throated Parakeet,0,0,0,0,0,0,0,0,0,0,0,0
3815,BCLO,Blue-crowned Lorikeet,0,0,0,0,0,0,0,0,0,0,0,0
3816,GREP,Green Parakeet,218,346,218,346,159,171,163,175,107,130,112,135
3817,MIPA,Mitred Parakeet,220,275,220,275,185,206,188,210,160,195,165,200
3818,WWPA,White-winged Parakeet,49,65,55,71,110,123,115,128,77,97,78,98
3819,YCPA,Yellow-chevroned Parakeet,47,65,52,71,109,121,114,126,86,110,88,112
3821,TBPA,Thick-billed Parrot,315,365,290,335,254,268,260,274,166,185,172,190
3822,RRPA,Rose-ringed Parakeet,95,140,110,155,163,173,169,182,187,254,195,265
3823,RFLO,Rosy-faced Lovebird,45,60,45,60,99,111,100,113,44,52,44,53
3824,MOPA,Monk Parakeet,95,130,95,130,144,157,147,160,124,146,125,147
3825,RMPA,Red-masked Parakeet,0,0,0,0,0,0,0,0,0,0,0,0
3826,RCPA,Red-crowned Parrot,280,335,280,335,192,208,199,214,99,113,103,117
3827,HPRT,Hispaniolan Parrot,0,0,0,0,0,0,0,0,0,0,0,0
3828,PRPA,Puerto Rican Parrot,0,0,0,0,0,0,0,0,0,0,0,0
3829,OWAM,Orange-winged Amazon,0,0,0,0,0,0,0,0,0,0,0,0
3830,SBAN,Smooth-billed Ani,79,108,105,131,141,156,142,161,161,199,166,201
3840,GBAN,Groove-billed Ani,68,89,76,95,125,141,130,156,159,186,160,197
3850,GRRO,Greater Roadrunner,250,420,280,460,162,195,164,196,260,305,268,316
3851,PRLC,Puerto Rican Lizard-Cuckoo,0,0,0,0,0,0,0,0,0,0,0,0
3860,MACU,Mangrove Cuckoo,50,80,50,80,128,145,127,142,151,174,148,170
3870,YBCU,Yellow-billed Cuckoo,40,80,40,80,136,157,131,150,131,166,129,157
3871,WYBC,Western Yellow-billed Cuckoo,40,80,40,80,136,157,131,150,131,166,129,157
3880,BBCU,Black-billed Cuckoo,35,65,35,65,125,143,123,140,146,167,142,161
3890,ELTR,Elegant Trogon,62,83,57,78,127,142,131,140,165,186,154,177
3891,EAQU,Eared Quetzal,100,140,100,140,183,200,187,205,185,197,189,201
3900,BEKI,Belted Kingfisher,130,170,127,158,149,171,145,169,85,101,82,97
3901,RIKI,Ringed Kingfisher,270,370,270,370,185,211,183,210,112,132,110,129
3910,GKIN,Green Kingfisher,30,53,30,53,79,90,77,88,55,63,55,62
3912,PRTO,Puerto Rican Tody,0,0,0,0,0,0,0,0,0,0,0,0
3920,IBWO,Ivory-billed Woodpecker,0,0,0,0,0,0,0,0,0,0,0,0
3930,HAWO,Hairy Woodpecker,53,70,60,78,107,130,110,132,59,83,60,84
3940,DOWO,Downy Woodpecker,19,35,19,35,86,115,85,114,54,70,53,70
3950,RCWO,Red-cockaded Woodpecker,36,50,36,50,111,123,110,124,67,79,69,81
3960,LBWO,Ladder-backed Woodpecker,25,39,25,39,91,104,91,105,53,66,54,69
3970,NUWO,Nuttall's Woodpecker,30,45,30,45,94,104,92,102,59,67,61,68
3980,ARWO,Arizona Woodpecker,49,63,53,68,107,117,109,119,59,68,61,70
3990,WHWO,White-headed Woodpecker,48,67,52,71,118,129,119,130,76,90,76,89
4000,BBWO,Black-backed Woodpecker,55,78,62,85,123,133,125,134,73,85,74,85
4010,ATTW,American Three-toed Woodpecker,43,68,49,75,108,125,111,130,69,82,70,81
4020,YBSA,Yellow-bellied Sapsucker,38,52,41,55,111,130,110,128,62,76,64,77
4021,RNSA,Red-naped Sapsucker,40,51,43,54,118,132,117,131,68,80,70,83
4023,HYSA,Hybrid Sapsucker,38,55,41,55,111,133,110,132,62,84,64,85
4030,RBSA,Red-breasted Sapsucker,41,55,41,55,115,133,114,132,70,84,71,85
4040,WISA,Williamson's Sapsucker,39,53,42,56,126,141,124,140,74,89,74,89
4050,PIWO,Pileated Woodpecker,220,290,245,325,200,246,210,256,138,180,144,188
4060,RHWO,Red-headed Woodpecker,55,88,55,88,124,148,125,150,63,83,64,85
4070,ACWO,Acorn Woodpecker,60,89,63,93,131,152,132,153,63,86,64,86
4071,PRWO,Puerto Rican Woodpecker,0,0,0,0,0,0,0,0,0,0,0,0
4080,LEWO,Lewis's Woodpecker,80,113,88,122,153,175,159,180,86,104,88,106
4090,RBWO,Red-bellied Woodpecker,54,77,62,85,118,134,122,139,68,84,70,85
4092,WIWO,West Indian Woodpecker,0,0,0,0,0,0,0,0,0,0,0,0
4100,GFWO,Golden-fronted Woodpecker,64,83,71,92,120,131,124,136,72,83,74,85
4110,GIWO,Gila Woodpecker,54,71,61,78,118,132,123,138,74,88,77,93
4120,YSFL,Yellow-shafted Flicker,116,158,116,158,141,167,140,165,90,110,91,111
4123,FLIN,Flicker Intergrade,116,158,116,158,140,176,138,174,90,118,91,119
4130,RSFL,Red-shafted Flicker,116,158,116,158,156,176,155,174,101,118,102,119
4140,GIFL,Gilded Flicker,99,127,99,127,141,154,140,153,86,100,86,101
4160,CWWI,Chuck-will's-widow,95,140,95,140,185,204,195,215,128,144,134,151
4161,BCNI,Buff-collared Nightjar,40,59,40,59,146,162,147,164,110,121,112,125
4170,EWPW,Eastern Whip-poor-will,42,62,42,62,149,164,150,165,108,124,109,126
4171,PRNI,Puerto Rican Nightjar,0,0,0,0,0,0,0,0,0,0,0,0
4172,MWPW,Mexican Whip-poor-will,46,66,46,66,155,171,160,177,110,129,114,135
4180,COPO,Common Poorwill,37,59,37,59,136,148,140,152,79,93,82,96
4190,COPA,Common Pauraque,47,80,47,80,165,181,173,188,128,160,147,180
4200,CONI,Common Nighthawk,47,79,52,86,173,205,176,209,93,119,95,120
4201,ANNI,Antillean Nighthawk,50,76,50,76,160,185,158,183,90,103,89,103
4210,LENI,Lesser Nighthawk,37,59,42,65,168,189,173,196,97,112,102,118
4220,BLSW,Black Swift,37,54,37,54,152,172,154,175,45,57,49,66
4230,CHSW,Chimney Swift,17.3,29,17.3,29,121,134,120,132,40,48,40,47
4231,STSW,Short-tailed Swift,15,22,15,22,0,0,0,0,0,0,0,0
4240,VASW,Vaux's Swift,14.1,21.4,14.1,21.4,105,115,107,118,33,40,32,39
4250,WTSW,White-throated Swift,26,39,26,39,129,148,130,149,50,65,49,64
4260,RIHU,Rivoli's Hummingbird,6,8.2,6.6,8.9,66.1,72.1,69.8,77.5,37.4,43.9,43.5,51.1
4261,PCST,Plain-capped Starthroat,6,9,6,9,0,0,0,0,0,0,0,0
4270,BTMG,Blue-throated Mountain-gem,6.1,7.3,7.7,9,67.1,74.1,71.9,78.5,40.4,45.5,43.5,51.1
4271,MEVI,Mexican Violetear,0,0,0,0,0,0,0,0,0,0,0,0
4280,RTHU,Ruby-throated Hummingbird,2.9,4.3,2.6,4.1,42.4,47.4,37.1,44.2,23.7,28.9,22.8,31
4290,BCHU,Black-chinned Hummingbird,3.1,4.6,2.5,4,43.5,49,40,45.3,24.6,28.3,22.4,28.3
4300,COHU,Costa's Hummingbird,2.6,3.7,2.6,3.7,41.5,46.9,42.9,48.3,21.3,25.3,20.9,24.7
4310,ANHU,Anna's Hummingbird,3,5.2,3.4,5.7,46.2,51.4,46.3,51.5,24.9,29.3,25.2,33.9
4320,BTHU,Broad-tailed Hummingbird,3.1,4.2,2.9,4,47.4,52.1,46.3,51,26.8,32.6,25.7,35.4
4330,RUHU,Rufous Hummingbird,2.9,4.1,2.7,3.8,42.6,46.6,38.1,42.5,23.9,28.3,22.5,29.5
4340,ALHU,Allen's Hummingbird,2.8,4.3,3,4.3,39.5,45.4,36.2,40.5,21.9,27.4,22.3,26.6
4350,BUHU,Bumblebee Hummingbird,2,3,2,3,0,0,0,0,0,0,0,0
4360,CAHU,Calliope Hummingbird,2.3,3.3,2.2,3.1,40.1,45,37.2,42.3,19.7,23.3,17.9,22.1
4361,JAMA,Jamaican Mango,0,0,0,0,0,0,0,0,0,0,0,0
4362,GRMA,Green Mango,6,7,6,7,0,0,0,0,0,0,0,0
4363,GTCA,Green-throated Carib,0,0,0,0,0,0,0,0,0,0,0,0
4364,ACHU,Antillean Crested Hummingbird,2,3,2,3,0,0,0,0,0,0,0,0
4366,GREM,Green-breasted Mango,6,7,6,7,0,0,0,0,0,0,0,0
4370,LUHU,Lucifer Hummingbird,2.9,3.7,2.9,3.7,39.1,43.9,36.3,41.1,21.7,26.9,27.9,31.3
4371,BAWO,Bahama Woodstar,0,0,0,0,0,0,0,0,0,0,0,0
4380,RUFH,Rufous-tailed Hummingbird,0,0,0,0,0,0,0,0,0,0,0,0
4381,BEHU,Berylline Hummingbird,3.7,5.1,4.2,5.6,49.4,55.6,50.8,57.7,26.3,31.5,27.5,32.6
4390,BUFH,Buff-bellied Hummingbird,3.2,4.5,3.5,5,51.6,55.6,52.8,58.9,29.9,35.1,32,37.6
4391,VCHU,Violet-crowned Hummingbird,4.5,5.7,5,6.4,51.6,58,51.9,58.3,27.4,33.1,28.1,33.9
4401,WEHU,White-eared Hummingbird,2.7,3.7,3.1,4.2,50.6,55.1,51.6,57.9,29,32.5,31,36.1
4402,PREM,Puerto Rican Emerald,0,0,0,0,0,0,0,0,0,0,0,0
4408,HYHU,Hybrid Hummingbird,2.3,8.2,2.2,9,39.1,74.1,36.2,78.5,19.7,45.5,17.9,51.1
4409,UNHU,Unidentified Hummingbird,2.3,8.2,2.2,9,39.1,74.1,36.2,78.5,19.7,45.5,17.9,51.1
4410,BBLH,Broad-billed Hummingbird,2.6,3.8,2.6,3.8,46.8,52,47.9,53.6,27.9,32.8,27,31.8
4411,RTBE,Rose-throated Becard,23,36,23,36,83,98,84,99,63,73,64,75
4420,FTFL,Fork-tailed Flycatcher,24,40,24,40,98,113,104,120,110,205,150,290
4430,STFL,Scissor-tailed Flycatcher,32,48,32,48,105,120,110,129,100,182,125,265
4440,EAKI,Eastern Kingbird,33,49,33,49,106,120,112,127,74,89,76,91
4450,GRAK,Gray Kingbird,36,51,36,51,107,119,113,125,80,93,86,99
4451,TBKI,Thick-billed Kingbird,51,61,51,61,118,129,124,135,90,101,94,105
4452,LOKI,Loggerhead Kingbird,0,0,0,0,85,103,92,105,0,0,0,0
4460,TRKI,Tropical Kingbird,32,44,32,44,104,114,107,118,84,97,90,105
4461,COKI,Couch's Kingbird,41,53,41,53,111,118,114,127,90,102,95,108
4470,WEKI,Western Kingbird,34,46,34,46,112,124,117,130,81,94,87,98
4480,CAKI,Cassin's Kingbird,35,52,35,52,114,128,121,135,84,93,88,99
4490,GKIS,Great Kiskadee,62,86,62,86,115,125,118,129,82,97,86,101
4510,SBFL,Sulphur-bellied Flycatcher,38,52,38,52,106,115,110,119,77,82,78,89
4520,GCFL,Great Crested Flycatcher,26,40,26,40,91,102,94,105,81,90,86,95
4530,BCFL,Brown-crested Flycatcher,31,52,31,52,92,105,97,111,82,100,87,107
4531,NUFL,Nutting's Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
4540,ATFL,Ash-throated Flycatcher,20,33,20,33,89,98,94,104,81,92,86,97
4550,DCFL,Dusky-capped Flycatcher,15.4,20.2,15.4,20.2,72,88,76,90,68,83,70,87
4551,LSFL,La Sagra's Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
4552,PRFL,Puerto Rican Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
4553,STOF,Stolid Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
4554,LESF,Lesser Antillean Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
4560,EAPH,Eastern Phoebe,16,22,16,22,76,88,79,91,63,75,67,78
4570,SAPH,Say's Phoebe,16,21,19,24,93,104,98,109,74,86,77,88
4580,BLPH,Black Phoebe,17,22,17,22,79,90,84,95,69,83,72,87
4590,OSFL,Olive-sided Flycatcher,27,40,27,40,96,109,102,114,61,75,64,79
4600,GRPE,Greater Pewee,21,34,21,34,95,111,101,114,75,86,82,92
4610,EAWP,Eastern Wood-Pewee,11.7,16.2,11.7,16.2,72,84,75,88,55,69,61,71
4620,WEWP,Western Wood-Pewee,11.2,15.5,11.7,15.5,74,88,78,92,55,69,61,73
4621,CUPE,Cuban Pewee,0,0,0,0,0,0,0,0,0,0,0,0
4622,LAPE,Lesser Antillean Pewee,0,0,0,0,0,0,0,0,0,0,0,0
4623,JAPE,Jamaican Pewee,0,0,0,0,0,0,0,0,0,0,0,0
4624,HIPE,Hispaniolan Pewee,0,0,0,0,0,0,0,0,0,0,0,0
4630,YBFL,Yellow-bellied Flycatcher,9,12.7,9,12.7,60,69,63,73,46,53,48,55
4640,COFL,Cordilleran Flycatcher,9.8,12.5,9.8,12.5,62,71,65,75,54,62,57,65
4641,PSFL,Pacific-slope Flycatcher,9.4,12.1,9.4,12.1,59,68,61,70,51,61,54,63
4649,WEFL,Western Flycatcher,9.8,12.5,9.8,12.5,59,68,61,70,51,61,51,65
4650,ACFL,Acadian Flycatcher,10.9,14.8,10.9,14.8,65,75,69,80,50,59,52,62
4660,WIFL,Willow Flycatcher,11,16.4,11,16.4,61,71,64,74,48,58,50,60
4661,ALFL,Alder Flycatcher,10.7,16.1,10.7,16.1,66,74,68,77,50,58,52,61
4664,SWFL,Southwestern Willow Flycatcher,11,16.4,11,16.4,61,69,64,72,49,58,51,60
4669,TRFL,Traill's Flycatcher,10.7,16.4,10.7,16.4,61,74,64,77,48,58,50,61
4670,LEFL,Least Flycatcher,8.9,12.1,8.9,12.1,56,63,60,67,49,56,51,59
4679,UNEM,Unidentified Empidonax,6.6,16.4,6.6,16.4,55,75,57,80,43,48,44,68
4680,HAFL,Hammond's Flycatcher,8.5,12.3,8.5,12.3,62,72,65,75,52,59,55,62
4690,DUFL,Dusky Flycatcher,9.7,12.9,9.7,12.9,60,70,62,73,57,64,59,68
4691,GRFL,Gray Flycatcher,9.6,14.5,9.6,14.5,63,74,66,77,55,63,57,66
4700,BBFL,Buff-breasted Flycatcher,6.6,9.2,6.6,9.2,55,61,57,64,43,48,44,50
4710,VEFL,Vermilion Flycatcher,11.5,16.6,11.5,16.6,73,82,76,85,55,63,56,65
4711,GREL,Greenish Elaenia,0,0,0,0,0,0,0,0,0,0,0,0
4720,NBTY,Northern Beardless-Tyrannulet,5.8,9.5,6.3,10,46,57,50,59,33,46,37,49
4721,CAEL,Caribbean Elaenia,18,28,18,28,0,0,0,0,0,0,0,0
4730,EUSK,Eurasian Skylark,30,44,33,49,99,115,108,124,58,65,62,71
4740,HOLA,Horned Lark,22,40,22,40,84,107,91,116,54,71,61,77
4741,SHLA,Streaked Horned Lark,22,40,22,40,84,107,91,116,54,71,61,77
4750,BBMA,Black-billed Magpie,141,192,167,223,183,207,193,216,231,283,245,302
4760,YBMA,Yellow-billed Magpie,129,160,158,189,173,187,180,197,215,253,223,268
4770,BLJA,Blue Jay,68,107,68,107,117,142,120,146,108,136,112,142
4780,STJA,Steller's Jay,104,128,111,139,130,159,134,163,122,153,131,160
4790,FLSJ,Florida Scrub-Jay,64,83,69,88,102,118,105,122,123,145,128,152
4810,UWSJ,Unspecified Western Scrub-Jay,67,94,72,101,109,130,114,136,116,143,124,152
4811,ISSJ,Island Scrub-Jay,100,132,113,145,126,137,131,143,138,153,144,163
4812,WOSJ,Woodhouse's Scrub-Jay,67,94,74,101,117,130,123,136,123,143,132,152
4813,CASJ,California Scrub-Jay,67,91,72,97,109,129,114,134,116,143,124,151
4820,MEJA,Mexican Jay,88,139,93,147,139,169,143,174,117,151,123,157
4830,GRJA,Green Jay,65,90,65,90,107,118,110,122,117,133,118,136
4832,BRJA,Brown Jay,182,207,198,222,196,214,202,219,194,215,200,220
4840,CAJA,Canada Jay,60,71,67,79,130,157,133,159,120,150,123,154
4860,CORA,Common Raven,640,1260,740,1370,383,465,386,480,206,249,209,262
4870,CHRA,Chihuahuan Raven,465,555,510,600,321,367,332,380,179,205,185,214
4871,WNCR,White-necked Crow,0,0,0,0,0,0,0,0,0,0,0,0
4880,AMCR,American Crow,330,520,380,570,244,330,255,341,127,186,140,199
4890,NOCR,Northwestern Crow,315,421,380,486,244,289,255,302,127,160,140,167
4891,TACR,Tamaulipas Crow,0,0,0,0,0,0,0,0,0,0,0,0
